Situation 	Topic	Message	Message type	Values 	sub values 
waiting at stations	Appointment	Where do you want to meet for our appointment?	Scheduling plans		
waiting at stations	Appointment	When do you want to meet for our appointment?	Scheduling plans		
nearby frequently visited locations	Appointment	Can we get together?	Scheduling plans		
inside frequently visited locations	Appointment	__ at __ let’s meet at __	Scheduling plans	"Today, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 – work, home, Starbucks, mall, bar, restaurant, bus stop, train station"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Appointment	See you __ morning for__	Reminding someone	"Today, tomorrow -- Breakfast, coffee, drink, gathering, desert, meal"	
inside frequently visited locations	Appointment	Are we meeting today at __?	Reminding someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
walking to stations	Appointment	See you __ for __	Reminding someone	"Tonight, tomorrow night -- Dinner, coffee, drink, gathering, meal"	
walking to stations	Appointment	See you __ afternoon for __ 	Reminding someone	"Today, tomorrow -- Lunch, coffee, drink, gathering, meal"	
walking to stations	Appointment	See you at __ for __	Reminding someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 -- breakfast, brunch, lunch, dinner"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Appointment	Don’t forget we have an appointment 	Reminding someone		
waiting at stations	Appointment	Are we meeting today at __?	Reminding someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Appointment	Are we meeting today?	Reminding someone		
in-vehicle	Appointment	"__’s appointment is canceled, can we reschedule?"	Rescheduling plans	"Today, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
in-vehicle	Appointment	"I can’t make it __ for our appointment, can we reschedule?"	Rescheduling plans	"Today, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
in-vehicle	Appointment	"The appointment at __ is canceled, can we reschedule? "	Rescheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
in-vehicle	Appointment	"My __ can’t make it today, can we reschedule our appointment?"	Rescheduling plans	"Mom, dad, wife, husband, daughter, son, friend "	
nearby points-of-interest	Appointment	When are you going to arrive for our appointment?	Coordinating with someone		
nearby points-of-interest	Appointment	"I am already here for our appointment, where are you?"	Coordinating with someone		
waiting at stations	Appointment	When is today’s appointment?	Coordinating with someone		
waiting at stations	Appointment	What time are we supposed to meet for __’s appointment?	Coordinating with someone	"Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday"	
nearby points-of-interest	Appointment	Will you be able to come for our appointment?	Coordinating with someone		
nearby points-of-interest	Appointment	"For today’s appointment, how many people will come?"	Coordinating with someone		
in-vehicle	Appointment	What time are we supposed to meet for __’s appointment?	Coordinating with someone	"Today, tomorrow, Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday"	
in-vehicle	Appointment	Who is going to be there for today’s appointment?	Coordinating with someone		
waiting at stations	Appointment	I need a ride for today’s appointment 	Requesting help		
waiting at stations	Appointment	"__, I have an appointment. Can you pick me up at __?"	Requesting help	"Today, tomorrow -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Appointment	On __ I have an appointment; can you pick me up at __?	Requesting help	"Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Appointment	On __ I have an appointment; can you ask __  to pick me up at __?	Requesting help	"Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday -- Mom, someone, dad, your wife, your husband, the daughter, the son, your friend -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Appointment	I have an appointment at __; can you give me a ride?	Requesting help	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Appointment	I have an appointment at __; can you ask __ for a ride?	Requesting help	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 -- Mom, someone, dad, your wife, your husband, the daughter, the son, your friend "	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Appointment	"I am here for our appointment, can you come out and find me?"	Requesting help		
nearby points-of-interest	Appointment	"I am at __ for our appointment, can you come and guide me in?"	Requesting help	"Bus stop, train station"	
nearby points-of-interest	Appointment	"I am here for our appointment, can you ask __ to come out and find me?"	Requesting help	"Mom, someone, dad, your wife, your husband, the daughter, the son, your friend "	
nearby points-of-interest	Appointment	"I am at __ for our appointment, can you ask __ to come and guide me in?"	Requesting help	"Bus stop, train station -- Mom, someone, dad, your wife, your husband, the daughter, the son, your friend "	
in-vehicle	Appointment	Do you want me to share the ride for today’s appointment?	Offering help		
inside points-of-interest	Appointment	I am here for our appointment. Do you want me to come out and guide you in?	Offering help		
in-vehicle	Appointment	We are on the way for our appointment; do you need a ride?	Offering help		
in-vehicle	Phone call	Please call me in __	Notifying someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
in-vehicle	Phone call	Please call me at __	Notifying someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Phone call	__ I have a phone call at __	Notifying someone	"Today, later today, today mooring, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Phone call	I have a phone call in __	Notifying someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
inside frequently visited locations	Phone call	__ I have a phone call for my __ at __	Notifying someone	"Today, later today, today mooring, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- interview, daughter, son, mother, father, wife, husband, boss, work, friend -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Phone call	__ I have a phone call with my __ at __	Notifying someone	"Today, later today, today mooring, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- daughter, son, mother, father, wife, husband, boss, friend -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Phone call	I have a phone call for my __ in __	Notifying someone	"interview, daughter, son, mother, father, wife, husband, boss, work, friend -- 5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
inside frequently visited locations	Phone call	I have a phone call with my __ in __	Notifying someone	"daughter, son, mother, father, wife, husband, boss, friend -- 5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Phone call	Will you be able to call __ ?	Coordinating with someone	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend"	
nearby points-of-interest	Phone call	Can I talk to you on the phone?	Coordinating with someone		
nearby points-of-interest	Phone call	Shall I call for a moment? 	Coordinating with someone		
nearby points-of-interest	Phone call	Did you call __ ?	Coordinating with someone	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend"	
nearby points-of-interest	Phone call	Did you call me?	Coordinating with someone		
nearby points-of-interest	Phone call	Did __ call you?	Coordinating with someone	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend"	
nearby points-of-interest	Phone call	Did you receive a call from __ ?	Coordinating with someone	"Work, hospital, doctor, school"	
nearby points-of-interest	Phone call	Did you return __’s call?	Coordinating with someone	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend "	
walking to stations	Phone call	Can I call you __ ?	Coordinating with someone	"Today, later today, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
waiting at stations	Phone call	What time are you going to call me?	Coordinating with someone		
waiting at stations	Phone call	Can we set up a call?	Scheduling plans		
waiting at stations	Phone call	"I need to talk to you, when is a good time?"	Scheduling plans		
waiting at stations	Phone call	What time are you going to call __?	Scheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend"	
waiting at stations	Phone call	What time should I call you __?	Scheduling plans	"Today, tomorrow "	
waiting at stations	Phone call	What time should I call on __?	Scheduling plans	"Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday "	
waiting at stations	Phone call	What time __ will call you?	Scheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend"	
waiting at stations	Phone call	I will call you in __	Scheduling plans	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Phone call	I will call you at __	Scheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Phone call	__ will call you in __	Scheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend -- 5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Phone call	__ will call you at __	Scheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Phone call	"When you get a chance, can you call me?"	Scheduling plans		
nearby points-of-interest	Phone call	I will call you after __ 	Scheduling plans	"Work, shopping, meeting, school, breakfast, lunch, dinner, class"	
nearby points-of-interest	Phone call	__ will call you after __	Scheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend -- Work shopping, meeting, school, breakfast, lunch, dinner, class"	
nearby points-of-interest	Phone call	I will call you between __ and __	Scheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 "	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55 -- 05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Phone call	I will call you after __	Scheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Phone call	__ will call you after __	Scheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, your friend  --  1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
in-vehicle	Phone call	Can I call you at __ ?	Scheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
in-vehicle	Phone call	Can I call you in __ ?	Scheduling plans	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Phone call	Can we cancel our __’s call?	Scheduling plans	"Today, tomorrow "	
waiting at stations	Phone call	Can we reschedule our __’s call?	Rescheduling plans	"Today, tomorrow "	
waiting at stations	Phone call	Can we reschedule our call at __?	Rescheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Phone call	Can we reschedule our call with __?	Rescheduling plans	"Mom, dad, your family, the son, the daughter, your wife, your husband, your colleague, the friend "	
waiting at stations	Phone call	Remember that we have a phone call __	Reminding someone	"Today, later today, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
waiting at stations	Phone call	Remember that we have a phone call at __	Reminding someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Phone call	Do we have a call at __?	Reminding someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Phone call	Do we have a phone call on __?	Reminding someone	"Saturday, Sunday, Monday, Tuesday, Wednesday, Thursday, Friday "	
waiting at stations	Phone call	Remember that we have a phone call in __	Reminding someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Not able to talk	"Let me get back to you later, I am in the middle of commute "	Notifying someone		
waiting at stations	Not able to talk	I will call you when I can	Notifying someone		
in-vehicle	Not able to talk	I am at Uber; I will call you later 	Notifying someone		
waiting at stations	Not able to talk	I can’t talk right now 	Notifying someone		
inside frequently visited locations	Not able to talk	I am in a __; I will call back soon	Notifying someone	"Meeting, hurry, class, restaurant, mall, gym, car, bus, train, bar, store, hospital, conference, crowd, cinema"	
inside frequently visited locations	Not able to talk	I am in a __; can I call you later? 	Notifying someone	"Meeting, hurry, class, restaurant, mall, gym, car, bus, train, bar, store, hospital, conference, crowd, cinema"	
waiting at stations	Not able to talk	I can't talk right now; can I call in __ ?	Notifying someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Not able to talk	I can't talk right now; can I call at __ ?	Notifying someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Not able to talk	I can't talk right now; I will call in __ 	Notifying someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
waiting at stations	Not able to talk	I can't talk right now; I will call at __ 	Notifying someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Not able to talk	I am in the __; I will call you once I am done	Notifying someone	"meeting, class, library, lab, shop, store"	
inside frequently visited locations	Not able to talk	I am busy now; I will call you __	Notifying someone	"Later today, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
inside frequently visited locations	Not able to talk	I am busy now; I will call you in __	Notifying someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
inside frequently visited locations	Not able to talk	I am busy now; I will call you at __	Notifying someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
inside frequently visited locations	Not able to talk	I am very tiered to talk right now; I will let you know when I can 	Notifying someone		
nearby points-of-interest	Not able to talk	I am with my __; I will call you later 	Notifying someone	"friends, family, colleagues, manager, children "	
nearby points-of-interest	Not able to talk	I am with __; I will call you in __ 	Notifying someone	"friends, family, colleagues, manager, children -- 5 min, 10 min, 15 min, 20 min, 25 min, 30 min, 35 min, 40 min, 45 min, 50 min, 55 min, 1 hour"	
nearby points-of-interest	Not able to talk	I am with __; I will call you at __ 	Notifying someone	"friends, family, colleagues, manager, children -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	I am not able to talk right now; can we reschedule?	Rescheduling plans		
nearby points-of-interest	Not able to talk	I won’t be able to talk at __; can we reschedule?	Rescheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	I won’t be able to talk at the time we planned; can we reschedule?	Rescheduling plans		
nearby points-of-interest	Not able to talk	I won’t be able to talk at __; can we instead talk at __?	Scheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55 -- 05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	I won’t be able to talk at the time we planned; can we instead talk at __?	Scheduling plans		
nearby points-of-interest	Not able to talk	I won’t be able to talk at the time we planned; can we instead talk __ at __?	Scheduling plans	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	I won’t be able to talk at the time we planned; can we cancel our phone call?	Scheduling plans	"Later today, today afternoon, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	I won’t be able to talk at the time we planned; can we set up another phone call?	Scheduling plans		
nearby points-of-interest	Not able to talk	"Sorry, I couldn't talk before, are you available __? "	Coordinating with someone	"Now, later today, today afternoon, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night"	
nearby points-of-interest	Not able to talk	"Sorry, I couldn't talk before, are you available __ at __? "	Coordinating with someone	"Later today, today afternoon, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	"Sorry, I couldn't talk before, are you available at __? "	Coordinating with someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
nearby points-of-interest	Not able to talk	"Sorry, I couldn’t talk before. Did you call me?"	Coordinating with someone		
walking to stations	Not able to talk	Remember I will be in a __ from __ to __and won't be able to talk	Reminding someone	"Meeting, class, conference, plane -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12 -- 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55 -- 05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Making plans	I am planning to go to __ later __	Notifying someone	"School, work, cinema, mall, gym, restaurant, bar -- Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
waiting at stations	Making plans	__ is planning to go to __ later __	Notifying someone	"Mom, dad, my family, the son, the daughter, my wife, my husband, my colleague, my friend -- School, work, cinema, mall, gym, restaurant, bar -- Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
waiting at stations	Making plans	I will go to __ on __	Notifying someone	"School, work, cinema, mall, gym, restaurant, bar -- Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
waiting at stations	Making plans	__ will go to __ on __	Notifying someone	"Mom, dad, my family, the son, the daughter, my wife, my husband, my colleague, my friend -- School, work, cinema, mall, gym, restaurant, bar -- Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
waiting at stations	Making plans	I am planning to go to a restaurant for __	Notifying someone	"Breakfast, lunch, dinner"	
in-vehicle	Making plans	I will text you when I get closer 	Notifying someone		
walking to stations	Making plans	I canceled the plan with __ for __	Notifying someone	"friends, colleagues, my family, mom, dad, my parents, my brother, my sister, the son, the daughter, children, my wife, my husband -- Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
walking to stations	Making plans	I canceled the plan on __	Notifying someone	"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
walking to stations	Making plans	I canceled the plan for __	Notifying someone	"Breakfast, lunch, dinner"	
walking to stations	Making plans	I am planning to go to __ with __  later __	Notifying someone	"School, work, cinema, mall, gym, restaurant, bar -- friends, colleagues, my family, mom, dad, my parents, my brother, my sister, the son, the daughter, children, my wife, my husband -- Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
in-vehicle	Making plans	I am planning to see __ at the __	Notifying someone	"You, friends, colleagues, my family, mom, dad, my parents, my brother, my sister, the son, the daughter, children, my wife, my husband -- train station, bus stop, school, work, cinema, mall, gym, restaurant, bar "	
waiting at stations	Making plans	What are your plans for __?	Scheduling plans	"Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
waiting at stations	Making plans	What are you going to do this weekend? 	Scheduling plans		
waiting at stations	Making plans	What are your plans for __?	Scheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Making plans	What are your plans on __? 	Scheduling plans	"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
waiting at stations	Making plans	what are you up to?	Scheduling plans		
in-vehicle	Making plans	"Sorry, I have to cancel our plan for __"	Scheduling plans	"Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
in-vehicle	Making plans	"Sorry, I have to cancel our plan for __"	Scheduling plans	"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
waiting at stations	Making plans	What's for __?	Scheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Making plans	Where shall we go for __?	Scheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Making plans	Do we have a companion for __?	Scheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Making plans	What would you like for __?	Scheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Making plans	Have you had your __ yet?	Scheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Making plans	Do you eat at __ or out?	Scheduling plans	"Home, work"	
in-vehicle	Changing plans	"I can’t come anymore, something came up! "	Notifying someone		
in-vehicle	Changing plans	"Something came up, I can’t make it today"	Notifying someone		
waiting at stations	Changing plans	"I got to do some extra work today, I have to cancel our plan"	Notifying someone		
waiting at stations	Changing plans	I can’t make our plan for __	Notifying someone	"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
nearby frequently visited locations	Changing plans	"My plan has changed, I will be home late "	Notifying someone		
in-vehicle	Changing plans	"I have family emergency, I can’t make our plan "	Notifying someone		
walking to stations	Changing plans	I decided to change my plan	Notifying someone		
walking to stations	Changing plans	I can’t make it today	Notifying someone		
walking to stations	Changing plans	My plan has changed for __	Notifying someone	"Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
walking to stations	Changing plans	__ I can’t come for __	Notifying someone	"Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night -- Breakfast, lunch, dinner"	
walking to stations	Changing plans	I changed my plan with __	Notifying someone	"friends, colleagues, my family, mom, dad, my parents, my brother, my sister, the son, the daughter, children, my wife, my husband "	
walking to stations	Changing plans	I changed my plan for __	Notifying someone	"Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
walking to stations	Changing plans	I changed my plan for __	Notifying someone	"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
walking to stations	Changing plans	"I can’t make our plan for __, can we reschedule? "	Rescheduling plans	"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday "	
walking to stations	Changing plans	"I got to do some extra work today, I have to cancel our plan, can we reschedule?"	Rescheduling plans		
walking to stations	Changing plans	I have to cancel our plan for today; can we reschedule for tomorrow or another day?	Rescheduling plans		
in-vehicle	Changing plans	"I have family emergency, I can’t make our plan, can we reschedule?"	Rescheduling plans		
waiting at stations	Changing plans	"I can’t make it today, can we reschedule?"	Rescheduling plans		
waiting at stations	Changing plans	"My plan has changed for __, can we reschedule? "	Rescheduling plans	"Today, today morning, today afternoon, tonight, tomorrow, tomorrow morning, tomorrow afternoon, tomorrow night "	
waiting at stations	Changing plans	"I have to cancel our plan for __, can we reschedule? "	Rescheduling plans	"Breakfast, lunch, dinner"	
waiting at stations	Changing plans	"I have to cancel our plan, can we reschedule?"	Rescheduling plans		
waiting at stations	Changing plans	"I am sorry, I have to change our plan. Can we reschedule?"	Rescheduling plans		
waiting at stations	Check-in location	Have you arrived?	Coordinating with someone		
waiting at stations	Check-in location	"I am here, are you coming? "	Coordinating with someone		
waiting at stations	Check-in location	Are you here at *?	Coordinating with someone		
nearby points-of-interest	Check-in location	"I am in the *, where are you?"	Coordinating with someone		
waiting at stations	Check-in location	"I arrived __ ago, where are you?"	Coordinating with someone	"5 min, 10 min, 15 min, 20 min, 25 min, 30 min"	
waiting at stations	Check-in location	"I arrived at __, where are you?"	Coordinating with someone	"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"	"05, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55"
waiting at stations	Check-in location	"I am waiting for you at *, are you coming? "	Coordinating with someone		
waiting at stations	Check-in location	"I am waiting for you here, where are you? "	Coordinating with someone		
waiting at stations	Check-in location	"I have arrived, can you check how far you are?"	Coordinating with someone		
nearby frequently visited locations	Check-in location	"I am ready, where are you?"	Coordinating with someone		
in-vehicle	Check-in location	"I am on the way by __, where are you?"	Coordinating with someone	"Train, bus, Uber, car, taxi, foot"	
nearby frequently visited locations	Check-in location	I arrived here early. Where are you?	Coordinating with someone		
nearby frequently visited locations	Check-in location	I returned home; where are you?	Coordinating with someone		
in-vehicle	Check-in location	"I am on the way by __, have you arrived?"	Coordinating with someone	"Train, bus, Uber, car, taxi, foot"	
in-vehicle	Check-in location	"I am on the way with __, have you arrived?"	Coordinating with someone	"Friend, family, dog, son, dad, mom, daughter, wife, husband"	
in-vehicle	Check-in location	"I am on the way with __, where are you?"	Coordinating with someone	"Friend, family, dog, son, dad, mom, daughter, wife, husband"	
inside points-of-interest	Check-in location	I have came to *. Is there anyone in *?	Coordinating with someone		
walking to stations	Check-in location	I am still on the way. Do you know if anyone has arrived?	Coordinating with someone		
waiting at stations	Check-in location	I am waiting for you to guide me in. have you arrived?	Coordinating with someone		
waiting at stations	Check-in location	I am waiting for you. have you arrived?	Coordinating with someone		
nearby points-of-interest	Check-in location	I am standing at *. have you arrived?	Coordinating with someone		
nearby points-of-interest	Check-in location	I am here with my _; have you arrived?	Coordinating with someone	"Friend, family, dog, son, dad, mom, daughter, wife, husband"	
nearby points-of-interest	Check-in location	Where are you? I arrived here long time ago	Coordinating with someone		
nearby points-of-interest	Check-in location	"I need help to find the entrance, where are you?"	Coordinating with someone		
walking to stations	Check-in location	"I need a ride, where are you?"	Coordinating with someone		
walking to stations	Check-in location	Where are you? I need a ride to get to the __	Coordinating with someone	"Airport, office, work, restaurant, mall, gym, store, bar, Starbucks, library, class, school"	
nearby points-of-interest	Check-in location	"I need help to get to the place, where are you?"	Coordinating with someone		
nearby points-of-interest	Check-in location	I arrived at the __; where are you?	Coordinating with someone	"Airport, restaurant, mall, gym, store, bar, Starbucks, library, class, school"	
inside frequently visited locations	Check-in location	"I am in my office, are you coming?"	Coordinating with someone		
inside frequently visited locations	Check-in location	"I am in my office, where are you?"	Coordinating with someone		
